STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Data Item,REGIONTYPE,Region Type,ASGS_2021,Region,FREQUENCY,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31203,Whitsunday,A,Annual,2022,,266,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31501,Far North,A,Annual,2022,,496,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31502,Outback - North,A,Annual,2022,,579,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31503,Outback - South,A,Annual,2022,,231,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31601,Buderim,A,Annual,2022,,502,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31602,Caloundra,A,Annual,2022,,959,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31603,Maroochy,A,Annual,2022,,601,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31605,Noosa,A,Annual,2022,,322,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31606,Sunshine Coast Hinterland,A,Annual,2022,,689,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31607,Nambour,A,Annual,2022,,602,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31608,Noosa Hinterland,A,Annual,2022,,200,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31701,Toowoomba,A,Annual,2022,,2053,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31801,Charters Towers - Ayr - Ingham,A,Annual,2022,,464,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31802,Townsville,A,Annual,2022,,2579,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31901,Bundaberg,A,Annual,2022,,909,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31902,Burnett,A,Annual,2022,,582,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31903,Gympie - Cooloola,A,Annual,2022,,531,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31904,Hervey Bay,A,Annual,2022,,538,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,31905,Maryborough,A,Annual,2022,,429,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40101,Adelaide City,A,Annual,2022,,127,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40102,Adelaide Hills,A,Annual,2022,,874,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40103,Burnside,A,Annual,2022,,319,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40104,Campbelltown (SA),A,Annual,2022,,549,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40105,Norwood - Payneham - St Peters,A,Annual,2022,,343,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40106,Prospect - Walkerville,A,Annual,2022,,289,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40107,Unley,A,Annual,2022,,275,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40201,Gawler - Two Wells,A,Annual,2022,,471,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40202,Playford,A,Annual,2022,,1627,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40203,Port Adelaide - East,A,Annual,2022,,983,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40204,Salisbury,A,Annual,2022,,1796,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40205,Tea Tree Gully,A,Annual,2022,,1051,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40301,Holdfast Bay,A,Annual,2022,,270,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40302,Marion,A,Annual,2022,,1121,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40303,Mitcham,A,Annual,2022,,591,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40304,Onkaparinga,A,Annual,2022,,2040,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40401,Charles Sturt,A,Annual,2022,,1439,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40402,Port Adelaide - West,A,Annual,2022,,692,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40403,West Torrens,A,Annual,2022,,722,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40501,Barossa,A,Annual,2022,,338,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40502,Lower North,A,Annual,2022,,233,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40503,Mid North,A,Annual,2022,,264,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40504,Yorke Peninsula,A,Annual,2022,,246,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40601,Eyre Peninsula and South West,A,Annual,2022,,650,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40602,Outback - North and East,A,Annual,2022,,316,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40701,Fleurieu - Kangaroo Island,A,Annual,2022,,398,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40702,Limestone Coast,A,Annual,2022,,699,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,40703,Murray and Mallee,A,Annual,2022,,722,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50201,Mandurah,A,Annual,2022,,1098,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50301,Cottesloe - Claremont,A,Annual,2022,,483,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50302,Perth City,A,Annual,2022,,1083,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50401,Bayswater - Bassendean,A,Annual,2022,,970,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50402,Mundaring,A,Annual,2022,,433,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50403,Swan,A,Annual,2022,,2132,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50501,Joondalup,A,Annual,2022,,1652,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50502,Stirling,A,Annual,2022,,2614,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50503,Wanneroo,A,Annual,2022,,2850,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50601,Armadale,A,Annual,2022,,1449,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50602,Belmont - Victoria Park,A,Annual,2022,,931,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50603,Canning,A,Annual,2022,,1017,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50604,Gosnells,A,Annual,2022,,1550,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50605,Kalamunda,A,Annual,2022,,655,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50606,Serpentine - Jarrahdale,A,Annual,2022,,509,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50607,South Perth,A,Annual,2022,,366,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50701,Cockburn,A,Annual,2022,,1567,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50702,Fremantle,A,Annual,2022,,392,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50703,Kwinana,A,Annual,2022,,731,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50704,Melville,A,Annual,2022,,910,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50705,Rockingham,A,Annual,2022,,1651,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50101,Augusta - Margaret River - Busselton,A,Annual,2022,,577,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50102,Bunbury,A,Annual,2022,,1147,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50103,Manjimup,A,Annual,2022,,213,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50901,Albany,A,Annual,2022,,602,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50902,Wheat Belt - North,A,Annual,2022,,568,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,50903,Wheat Belt - South,A,Annual,2022,,217,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51001,Kimberley,A,Annual,2022,,523,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51002,East Pilbara,A,Annual,2022,,375,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51003,West Pilbara,A,Annual,2022,,496,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51101,Esperance,A,Annual,2022,,187,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51102,Gascoyne,A,Annual,2022,,116,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51103,Goldfields,A,Annual,2022,,536,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,51104,Mid West,A,Annual,2022,,634,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60101,Brighton,A,Annual,2022,,257,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60102,Hobart - North East,A,Annual,2022,,663,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60103,Hobart - North West,A,Annual,2022,,677,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60104,Hobart - South and West,A,Annual,2022,,357,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60105,Hobart Inner,A,Annual,2022,,375,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60106,Sorell - Dodges Ferry,A,Annual,2022,,246,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60201,Launceston,A,Annual,2022,,932,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60202,Meander Valley - West Tamar,A,Annual,2022,,196,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60203,North East,A,Annual,2022,,345,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60301,Central Highlands (Tas.),A,Annual,2022,,106,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,BD_2,Registered births (no.),SA3,Statistical Area Level 3,60302,Huon - Bruny Island,A,Annual,2022,,209,,PSNS,Persons,,,,,,
