DATAFLOW,LAST UPDATE,freq,na_item,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2022-Q1,50522.6,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2022-Q2,51516.4,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2022-Q3,51882.2,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2022-Q4,53144.2,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2023-Q1,54785.8,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2023-Q2,56108.9,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2023-Q3,56169.6,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2023-Q4,57352.1,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2024-Q1,57843.9,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2024-Q2,59014.8,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2024-Q3,59297.7,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,2024-Q4,60551.1,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2022-Q1,331851.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2022-Q2,338571.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2022-Q3,344745.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2022-Q4,358462.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2023-Q1,369227.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2023-Q2,370217.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2023-Q3,374050.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2023-Q4,384830.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2024-Q1,390885.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2024-Q2,394329.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2024-Q3,399337.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,2024-Q4,407076.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2022-Q1,3911568.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2022-Q2,4002246.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2022-Q3,4076506.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2022-Q4,4144581.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2023-Q1,4230893.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2023-Q2,4285945.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2023-Q3,4315773.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2023-Q4,4373343.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2024-Q1,4420209.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2024-Q2,4455325.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2024-Q3,4503530.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),2024-Q4,4554634.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2022-Q1,65026.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2022-Q2,66179.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2022-Q3,67224.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2022-Q4,67706.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2023-Q1,67954.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2023-Q2,68650.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2023-Q3,68300.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2023-Q4,67878.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2024-Q1,68405.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2024-Q2,68810.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2024-Q3,69346.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,2024-Q4,69611.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2022-Q1,649424.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2022-Q2,656001.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2022-Q3,669397.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2022-Q4,679232.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2023-Q1,690610.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2023-Q2,704777.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2023-Q3,710628.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2023-Q4,720292.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2024-Q1,723245.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2024-Q2,725910.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2024-Q3,735273.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,2024-Q4,737810.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2022-Q1,15989.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2022-Q2,16593.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2022-Q3,17178.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2022-Q4,17804.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2023-Q1,18678.3,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2023-Q2,19334.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2023-Q3,19765.7,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2023-Q4,20210.3,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2024-Q1,20753.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2024-Q2,21159.4,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2024-Q3,21518.4,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,2024-Q4,22007.2,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2022-Q1,42930.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2022-Q2,42160.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2022-Q3,41791.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2022-Q4,42282.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2023-Q1,46463.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2023-Q2,49954.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2023-Q3,50256.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2023-Q4,51342.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2024-Q1,51006.8,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2024-Q2,51990.1,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2024-Q3,52059.7,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,2024-Q4,51176.5,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2022-Q1,122881.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2022-Q2,129678.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2022-Q3,135342.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2022-Q4,132482.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2023-Q1,128076.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2023-Q2,129500.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2023-Q3,126455.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2023-Q4,126545.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2024-Q1,127858.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2024-Q2,128897.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2024-Q3,134701.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,2024-Q4,139806.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2022-Q1,486077.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2022-Q2,498870.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2022-Q3,501896.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2022-Q4,510495.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2023-Q1,526102.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2023-Q2,532896.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2023-Q3,535303.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2023-Q4,538380.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2024-Q1,543825.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2024-Q2,544915.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2024-Q3,547803.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,2024-Q4,552551.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2022-Q1,16049.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2022-Q2,16683.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2022-Q3,17256.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2022-Q4,17458.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2023-Q1,18061.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2023-Q2,18393.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2023-Q3,18621.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2023-Q4,18728.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2024-Q1,19050.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2024-Q2,19453.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2024-Q3,19776.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,2024-Q4,20132.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2022-Q1,18916.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2022-Q2,19111.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2022-Q3,19439.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2022-Q4,19501.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2023-Q1,20005.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2023-Q2,20391.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2023-Q3,20446.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2023-Q4,20578.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2024-Q1,20874.5,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2024-Q2,21298.2,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2024-Q3,21366.9,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,2024-Q4,21897.4,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2022-Q1,8776.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2022-Q2,8845.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2022-Q3,9268.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2022-Q4,9166.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2023-Q1,9767.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2023-Q2,9716.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2023-Q3,9675.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2023-Q4,10194.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2024-Q1,9751.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2024-Q2,9980.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2024-Q3,9948.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,2024-Q4,10478.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2022-Q1,1386.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2022-Q2,1458.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2022-Q3,1496.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2022-Q4,1580.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2023-Q1,1657.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2023-Q2,1730.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2023-Q3,1765.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2023-Q4,1791.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2024-Q1,1824.3,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,2024-Q2,1865.4,p,
